species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Brassica oleracea	cabbage	3712	GCA_965638055.1	BOLBOS01.2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/055/GCA_965638055.1_BOLBOS01.2/GCA_965638055.1_BOLBOS01.2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/055/GCA_965638055.1_BOLBOS01.2/GCA_965638055.1_BOLBOS01.2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/055/GCA_965638055.1_BOLBOS01.2/GCA_965638055.1_BOLBOS01.2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/055/GCA_965638055.1_BOLBOS01.2/GCA_965638055.1_BOLBOS01.2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/055/GCA_965638055.1_BOLBOS01.2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB91562	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3712	GCA_965638065.1	BOLC102.1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/065/GCA_965638065.1_BOLC102.1/GCA_965638065.1_BOLC102.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/065/GCA_965638065.1_BOLC102.1/GCA_965638065.1_BOLC102.1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/065/GCA_965638065.1_BOLC102.1/GCA_965638065.1_BOLC102.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/065/GCA_965638065.1_BOLC102.1/GCA_965638065.1_BOLC102.1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/638/065/GCA_965638065.1_BOLC102.1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB91566	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3713	GCA_034639995.1	ASM3463999v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/995/GCA_034639995.1_ASM3463999v1/GCA_034639995.1_ASM3463999v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/995/GCA_034639995.1_ASM3463999v1/GCA_034639995.1_ASM3463999v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/995/GCA_034639995.1_ASM3463999v1/GCA_034639995.1_ASM3463999v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/995/GCA_034639995.1_ASM3463999v1/GCA_034639995.1_ASM3463999v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/995/GCA_034639995.1_ASM3463999v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T17	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3713	GCA_034640155.1	ASM3464015v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/GCA_034640155.1_ASM3464015v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/GCA_034640155.1_ASM3464015v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/GCA_034640155.1_ASM3464015v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/GCA_034640155.1_ASM3464015v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T18	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3714	GCA_034639235.1	ASM3463923v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/235/GCA_034639235.1_ASM3463923v1/GCA_034639235.1_ASM3463923v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/235/GCA_034639235.1_ASM3463923v1/GCA_034639235.1_ASM3463923v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/235/GCA_034639235.1_ASM3463923v1/GCA_034639235.1_ASM3463923v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/235/GCA_034639235.1_ASM3463923v1/GCA_034639235.1_ASM3463923v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/235/GCA_034639235.1_ASM3463923v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T11	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3714	GCA_034640235.1	ASM3464023v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/GCA_034640235.1_ASM3464023v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/GCA_034640235.1_ASM3464023v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/GCA_034640235.1_ASM3464023v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/GCA_034640235.1_ASM3464023v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T19	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3715	GCA_034640245.1	ASM3464024v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T21	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3715	GCA_034640265.1	ASM3464026v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/265/GCA_034640265.1_ASM3464026v1/GCA_034640265.1_ASM3464026v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/265/GCA_034640265.1_ASM3464026v1/GCA_034640265.1_ASM3464026v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/265/GCA_034640265.1_ASM3464026v1/GCA_034640265.1_ASM3464026v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/265/GCA_034640265.1_ASM3464026v1/GCA_034640265.1_ASM3464026v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/265/GCA_034640265.1_ASM3464026v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T25	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3715	GCA_037043335.1	BobV2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2/GCA_037043335.1_BobV2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2/GCA_037043335.1_BobV2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2/GCA_037043335.1_BobV2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2/GCA_037043335.1_BobV2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	C8_BobV2	PRJNA516113	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3715	GCA_965641685.1	BOLND125.1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/641/685/GCA_965641685.1_BOLND125.1/GCA_965641685.1_BOLND125.1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/641/685/GCA_965641685.1_BOLND125.1/GCA_965641685.1_BOLND125.1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/641/685/GCA_965641685.1_BOLND125.1/GCA_965641685.1_BOLND125.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/641/685/GCA_965641685.1_BOLND125.1/GCA_965641685.1_BOLND125.1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/641/685/GCA_965641685.1_BOLND125.1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB91570	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_000604025.1	BOL_v1.0	Scaffold	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0/GCA_000604025.1_BOL_v1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0/GCA_000604025.1_BOL_v1.0_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0/GCA_000604025.1_BOL_v1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0/GCA_000604025.1_BOL_v1.0_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/025/GCA_000604025.1_BOL_v1.0/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	line 02-12	PRJNA174731	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_018177695.1	Cabbage_OX-heart_923_BVRC	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC/GCA_018177695.1_Cabbage_OX-heart_923_BVRC_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC/GCA_018177695.1_Cabbage_OX-heart_923_BVRC_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC/GCA_018177695.1_Cabbage_OX-heart_923_BVRC_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC/GCA_018177695.1_Cabbage_OX-heart_923_BVRC_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/177/695/GCA_018177695.1_Cabbage_OX-heart_923_BVRC/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	OX-heart_923	PRJNA548819	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_034621585.1	ASM3462158v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/585/GCA_034621585.1_ASM3462158v1/GCA_034621585.1_ASM3462158v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/585/GCA_034621585.1_ASM3462158v1/GCA_034621585.1_ASM3462158v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/585/GCA_034621585.1_ASM3462158v1/GCA_034621585.1_ASM3462158v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/585/GCA_034621585.1_ASM3462158v1/GCA_034621585.1_ASM3462158v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/585/GCA_034621585.1_ASM3462158v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T13	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_034638355.1	ASM3463835v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/355/GCA_034638355.1_ASM3463835v1/GCA_034638355.1_ASM3463835v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/355/GCA_034638355.1_ASM3463835v1/GCA_034638355.1_ASM3463835v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/355/GCA_034638355.1_ASM3463835v1/GCA_034638355.1_ASM3463835v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/355/GCA_034638355.1_ASM3463835v1/GCA_034638355.1_ASM3463835v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/355/GCA_034638355.1_ASM3463835v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T03	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_034638385.1	ASM3463838v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/385/GCA_034638385.1_ASM3463838v1/GCA_034638385.1_ASM3463838v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/385/GCA_034638385.1_ASM3463838v1/GCA_034638385.1_ASM3463838v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/385/GCA_034638385.1_ASM3463838v1/GCA_034638385.1_ASM3463838v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/385/GCA_034638385.1_ASM3463838v1/GCA_034638385.1_ASM3463838v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/385/GCA_034638385.1_ASM3463838v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T02	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
Brassica oleracea	cabbage	3716	GCA_034638395.1	ASM3463839v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/395/GCA_034638395.1_ASM3463839v1/GCA_034638395.1_ASM3463839v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/395/GCA_034638395.1_ASM3463839v1/GCA_034638395.1_ASM3463839v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/395/GCA_034638395.1_ASM3463839v1/GCA_034638395.1_ASM3463839v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/395/GCA_034638395.1_ASM3463839v1/GCA_034638395.1_ASM3463839v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/395/GCA_034638395.1_ASM3463839v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	T04	PRJNA1047966	Phytozome 暂不下载，仅后续记录可用性	planned	
