species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Hordeum vulgare	barley	4513	GCA_910594625.1	hordeum_vulgare_accession_hor_5373_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/625/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/625/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/625/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/625/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/625/GCA_910594625.1_hordeum_vulgare_accession_hor_5373_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45502	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910594635.1	hordeum_vulgare_accession_hor_7172_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/635/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/635/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/635/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/635/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/635/GCA_910594635.1_hordeum_vulgare_accession_hor_7172_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45505	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910594645.1	hordeum_vulgare_accession_hor_3686_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/645/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/645/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/645/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/645/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/645/GCA_910594645.1_hordeum_vulgare_accession_hor_3686_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45500	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910594655.1	hordeum_vulgare_accession_hor_6220_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/655/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/655/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/655/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/655/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/655/GCA_910594655.1_hordeum_vulgare_accession_hor_6220_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45504	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910594915.1	hordeum_vulgare_accession_hor_9492_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/915/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/915/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/915/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/915/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/915/GCA_910594915.1_hordeum_vulgare_accession_hor_9492_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45509	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910594995.1	hordeum_vulgare_accession_hor_9927_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/995/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/995/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/995/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/995/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/995/GCA_910594995.1_hordeum_vulgare_accession_hor_9927_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45510	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_910595095.1	hordeum_vulgare_accession_hor_997_contigs	Contig	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/595/095/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/595/095/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/595/095/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/595/095/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/595/095/GCA_910595095.1_hordeum_vulgare_accession_hor_997_contigs/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB45511	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_916098225.1	Hordeum_vulgare_HTX_v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/225/GCA_916098225.1_Hordeum_vulgare_HTX_v1/GCA_916098225.1_Hordeum_vulgare_HTX_v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/225/GCA_916098225.1_Hordeum_vulgare_HTX_v1/GCA_916098225.1_Hordeum_vulgare_HTX_v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/225/GCA_916098225.1_Hordeum_vulgare_HTX_v1/GCA_916098225.1_Hordeum_vulgare_HTX_v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/225/GCA_916098225.1_Hordeum_vulgare_HTX_v1/GCA_916098225.1_Hordeum_vulgare_HTX_v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/098/225/GCA_916098225.1_Hordeum_vulgare_HTX_v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB47552	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949782845.1	Hvulgare_cv_Bonus_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/845/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/845/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/845/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/845/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/845/GCA_949782845.1_Hvulgare_cv_Bonus_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949782985.1	Hvulgare_cv_Aizu6_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/985/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/985/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/985/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/985/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/782/985/GCA_949782985.1_Hvulgare_cv_Aizu6_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783005.1	Hvulgare_10TJ18_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/005/GCA_949783005.1_Hvulgare_10TJ18_BPGv2/GCA_949783005.1_Hvulgare_10TJ18_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/005/GCA_949783005.1_Hvulgare_10TJ18_BPGv2/GCA_949783005.1_Hvulgare_10TJ18_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/005/GCA_949783005.1_Hvulgare_10TJ18_BPGv2/GCA_949783005.1_Hvulgare_10TJ18_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/005/GCA_949783005.1_Hvulgare_10TJ18_BPGv2/GCA_949783005.1_Hvulgare_10TJ18_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/005/GCA_949783005.1_Hvulgare_10TJ18_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783095.1	Hvulgare_cv_Akashinriki_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783105.1	Hvulgare_cv_Bowman_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/105/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/105/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/105/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/105/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/105/GCA_949783105.1_Hvulgare_cv_Bowman_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783115.1	Hvulgare_cv_Maximus_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/115/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/115/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/115/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/115/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/115/GCA_949783115.1_Hvulgare_cv_Maximus_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783145.1	Hvulgare_cv_Chikurin_Ibaraki1_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/145/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/145/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/145/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/145/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/145/GCA_949783145.1_Hvulgare_cv_Chikurin_Ibaraki1_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783165.1	Hvulgare_cv_Golden_Melon_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/165/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/165/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/165/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/165/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/165/GCA_949783165.1_Hvulgare_cv_Golden_Melon_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783195.1	Hvulgare_cv_Chiba_ZDM02064_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/195/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/195/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/195/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/195/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/195/GCA_949783195.1_Hvulgare_cv_Chiba_ZDM02064_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783235.1	Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/235/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/235/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/235/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/235/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/235/GCA_949783235.1_Hvulgare_cv_Du_Li_Huang_ZDM01467_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783265.1	Hvulgare_cv_Foma_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/265/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/265/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/265/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/265/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/265/GCA_949783265.1_Hvulgare_cv_Foma_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
Hordeum vulgare	barley	4513	GCA_949783285.1	Hvulgare_HOR_2180_BPGv2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检		PRJEB57567	Phytozome 暂不下载，仅后续记录可用性	planned	
